"DISTRICT","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANNUAL","JAN.FEB","MAM","JJAS","OND","Apple_Whole year","Arcanut (Processed)_Whole year","Arecanut_Kharif","Arecanut_Rabi","Arecanut_Whole year","Arhar_Kharif","Arhar_Rabi","Arhar_Whole year","Ash Gourd_Whole year","Atcanut (Raw)_Whole year","Bajra_Kharif","Bajra_Rabi","Bajra_Summer","Bajra_Whole year","Banana_Autumn","Banana_Kharif","Banana_Rabi","Banana_Summer","Banana_Whole year","Banana_Winter","Barley_Kharif","Barley_Rabi","Beans & Mutter(Vegetable)_Whole year","Beet Root_Whole year","Ber_Whole year","Bhindi_Whole year","Bitter Gourd_Whole year","Black pepper_Kharif","Black pepper_Rabi","Black pepper_Whole year","Bottle Gourd_Whole year","Brinjal_Whole year","Cabbage_Whole year","Cardamom_Kharif","Cardamom_Whole year","Carrot_Whole year","Cashewnut_Kharif","Cashewnut_Whole year","Cashewnut Processed_Whole year","Cashewnut Raw_Whole year","Castor seed_Kharif","Castor seed_Rabi","Castor seed_Whole year","Cauliflower_Whole year","Citrus Fruit_Whole year","Coconut ('000 Nuts)_Kharif","Coconut ('000 Nuts)_Rabi","Coconut ('000 Nuts)_Whole year","Coffee_Whole year","Cond-spcs other_Kharif","Cond-spcs other_Rabi","Coriander_Kharif","Coriander_Rabi","Coriander_Whole year","Cotton(lint)_Autumn","Cotton(lint)_Kharif","Cotton(lint)_Rabi","Cotton(lint)_Whole year","Cotton(lint)_Winter","Cucumber_Whole year","Drum Stick_Whole year","Dry chillies_Autumn","Dry chillies_Kharif","Dry chillies_Rabi","Dry chillies_Summer","Dry chillies_Whole year","Dry chillies_Winter","Dry ginger_Autumn","Dry ginger_Kharif","Dry ginger_Rabi","Dry ginger_Summer","Dry ginger_Whole year","Dry ginger_Winter","Garlic_Kharif","Garlic_Rabi","Garlic_Whole year","Gram_Kharif","Gram_Rabi","Gram_Whole year","Grapes_Whole year","Groundnut_Autumn","Groundnut_Kharif","Groundnut_Rabi","Groundnut_Summer","Groundnut_Whole year","Groundnut_Winter","Guar seed_Kharif","Guar seed_Whole year","Horse-gram_Kharif","Horse-gram_Rabi","Horse-gram_Summer","Horse-gram_Whole year","Horse-gram_Winter","Jack Fruit_Whole year","Jowar_Kharif","Jowar_Rabi","Jowar_Summer","Jowar_Whole year","Jute_Autumn","Jute_Kharif","Jute_Rabi","Jute_Summer","Jute & mesta_Kharif","Jute & mesta_Whole year","Kapas_Kharif","Khesari_Kharif","Khesari_Rabi","Korra_Kharif","Korra_Rabi","Lab-Lab_Whole year","Linseed_Kharif","Linseed_Rabi","Litchi_Whole year","Maize_Autumn","Maize_Kharif","Maize_Rabi","Maize_Summer","Maize_Whole year","Maize_Winter","Mango_Whole year","Masoor_Kharif","Masoor_Rabi","Mesta_Kharif","Mesta_Whole year","Moong_Autumn","Moong_Kharif","Moong_Rabi","Moong_Summer","Moong_Whole year","Moong_Winter","Moth_Kharif","Moth_Whole year","Niger seed_Kharif","Niger seed_Rabi","Niger seed_Whole year","Niger seed_Winter","Oilseeds total_Kharif","Oilseeds total_Whole year","Onion_Autumn","Onion_Kharif","Onion_Rabi","Onion_Summer","Onion_Whole year","Onion_Winter","Orange_Whole year","Other  Rabi pulses_Rabi","Other  Rabi pulses_Whole year","Other Cereals & Millets_Kharif","Other Cereals & Millets_Rabi","Other Cereals & Millets_Whole year","Other Citrus Fruit_Whole year","Other Dry Fruit_Whole year","other fibres_Whole year","Other Fresh Fruits_Whole year","Other Kharif pulses_Kharif","Other Kharif pulses_Rabi","other misc. pulses_Kharif","other misc. pulses_Rabi","other oilseeds_Kharif","other oilseeds_Rabi","other oilseeds_Whole year","Other Vegetables_Whole year","Papaya_Whole year","Peach_Whole year","Pear_Whole year","Peas  (vegetable)_Whole year","Peas & beans (Pulses)_Autumn","Peas & beans (Pulses)_Kharif","Peas & beans (Pulses)_Rabi","Peas & beans (Pulses)_Summer","Peas & beans (Pulses)_Whole year","Peas & beans (Pulses)_Winter","Pineapple_Whole year","Plums_Whole year","Pome Fruit_Whole year","Pome Granet_Whole year","Potato_Autumn","Potato_Kharif","Potato_Rabi","Potato_Summer","Potato_Whole year","Potato_Winter","Pulses total_Kharif","Pulses total_Rabi","Pulses total_Whole year","Pump Kin_Whole year","Ragi_Autumn","Ragi_Kharif","Ragi_Rabi","Ragi_Summer","Ragi_Whole year","Ragi_Winter","Rapeseed &Mustard_Kharif","Rapeseed &Mustard_Rabi","Rapeseed &Mustard_Whole year","Rapeseed &Mustard_Winter","Redish_Whole year","Ribed Guard_Whole year","Rice_Autumn","Rice_Kharif","Rice_Rabi","Rice_Summer","Rice_Whole year","Rice_Winter","Rubber_Whole year","Safflower_Kharif","Safflower_Rabi","Samai_Kharif","Samai_Rabi","Sannhamp_Kharif","Sannhamp_Whole year","Sesamum_Autumn","Sesamum_Kharif","Sesamum_Rabi","Sesamum_Summer","Sesamum_Whole year","Sesamum_Winter","Small millets_Kharif","Small millets_Rabi","Small millets_Whole year","Snak Guard_Whole year","Soyabean_Autumn","Soyabean_Kharif","Soyabean_Rabi","Soyabean_Winter","Sugarcane_Autumn","Sugarcane_Kharif","Sugarcane_Rabi","Sugarcane_Summer","Sugarcane_Whole year","Sugarcane_Winter","Sunflower_Kharif","Sunflower_Rabi","Sunflower_Summer","Sunflower_Whole year","Sweet potato_Autumn","Sweet potato_Kharif","Sweet potato_Rabi","Sweet potato_Whole year","Sweet potato_Winter","Tapioca_Autumn","Tapioca_Kharif","Tapioca_Rabi","Tapioca_Whole year","Tea_Kharif","Tea_Whole year","Tobacco_Kharif","Tobacco_Rabi","Tobacco_Summer","Tobacco_Whole year","Tomato_Whole year","Total foodgrain_Kharif","Turmeric_Autumn","Turmeric_Kharif","Turmeric_Rabi","Turmeric_Summer","Turmeric_Whole year","Turmeric_Winter","Turnip_Whole year","Urad_Autumn","Urad_Kharif","Urad_Rabi","Urad_Summer","Urad_Whole year","Urad_Winter","Varagu_Kharif","Varagu_Rabi","Water Melon_Whole year","Wheat_Rabi","Wheat_Summer","Wheat_Winter","Yam_Whole year"
"SAHARSA",6.1,10.9,12.8,39.6,107.1,249.4,515.1,352.8,290.8,94.6,3.7,10,1692.9,17,159.5,1408.1,108.3,NA,NA,NA,NA,NA,7.375,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,39.1111111111111,NA,NA,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.2222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.28571428571429,NA,NA,1.66666666666667,NA,NA,NA,NA,NA,NA,14.625,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.285714285714,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,54.7272727272727,NA,NA,NA,NA,NA,NA,2647.4,NA,NA,NA,NA,791.181818181818,NA,5845,6461.14285714286,9795.54545454545,15174.3636363636,NA,NA,NA,NA,1151.2,280.363636363636,NA,NA,10,21697.5,19261.8571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.888888888889,NA,NA,16163,NA,NA,NA,NA,NA,NA,NA,NA,530.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770.9,NA,NA,NA,NA,NA,NA,NA,NA,423,432,NA,1205.66666666667,NA,NA,NA,NA,NA,NA,1422.9,NA,NA,1701,NA,NA,901.272727272727,NA,NA,NA,NA,30895,15167.6666666667,NA,5804,NA,64012,NA,NA,2.5,NA,NA,62,92,NA,19.5,17,NA,NA,NA,115.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.9,NA,959.5,380.666666666667,NA,NA,NA,2,NA,63.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,1119.8,NA,NA,NA,NA,NA,NA,NA,46731.1818181818,NA,NA,NA
"SAHIBGANJ",13.1,6.1,12.6,22,85.2,258.3,399.7,307.6,333.7,99.8,9.9,5.7,1553.7,19.2,119.8,1299.3,115.4,NA,NA,NA,NA,NA,271.27,279.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1411.205,NA,NA,NA,NA,NA,NA,NA,699.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.08,NA,NA,6.92,NA,NA,NA,NA,2.325,NA,NA,NA,NA,NA,NA,840.651666666667,NA,NA,NA,NA,1233.26,NA,NA,NA,NA,37104.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2964.80333333333,NA,NA,NA
"SAIHA",6.7,31,69.7,116.7,335.4,384.8,437.9,412.2,387.7,214.2,67.9,16.4,2480.6,37.7,521.8,1622.6,298.5,NA,NA,NA,NA,NA,2,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835.714285714286,140.666666666667,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.6,NA,NA,NA,NA,NA,NA,NA,NA,168.833333333333,NA,NA,NA,176.5,142,NA,NA,NA,NA,NA,NA,NA,19,10,NA,NA,NA,NA,NA,NA,NA,NA,150.666666666667,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,45,NA,NA,NA,NA,NA,4806.83333333333,NA,NA,4401,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.6666666666667,NA,NA,NA,NA,NA,NA,21.6666666666667,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALEM",8.5,7.5,16,54,100.8,65.1,96.4,119.6,159.5,190.9,123.8,55.8,997.9,16,170.8,440.6,370.5,NA,NA,NA,NA,1737.4,4046.25,NA,878.25,10,NA,3710,NA,NA,1127,NA,NA,NA,NA,1930.7,NA,NA,NA,2.5,1,70,636,52,NA,NA,50.5555555555556,23,634,2.5,NA,36.4285714285714,4,NA,36.6,NA,NA,3756.83333333333,NA,1682,2,61,NA,NA,12839.375,NA,NA,NA,NA,NA,179.454545454545,NA,12881.4285714286,NA,14647.5,NA,15.5,67,NA,NA,NA,NA,1082.63636363636,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,331,55.25,1,NA,41549.75,NA,NA,25054,NA,NA,8926,6872.42857142857,NA,NA,2040,NA,95.5,28932,NA,NA,15184.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,NA,39,NA,NA,NA,NA,8277.14285714286,NA,NA,19504.25,NA,2596.5,NA,NA,37,NA,NA,8586.375,NA,NA,2669.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915.6,NA,419,NA,NA,NA,NA,NA,23.5,NA,NA,307,11843,NA,NA,NA,NA,NA,NA,325.5,32,NA,86,NA,NA,NA,NA,NA,NA,NA,7.5,NA,399,45,NA,NA,NA,NA,2.33333333333333,NA,70061,NA,NA,32,NA,13424.25,NA,NA,8761.25,NA,NA,9.66666666666667,11.2,NA,15,69.5,NA,34466.375,NA,NA,25876.25,NA,NA,NA,NA,1903,5165,1,1397.33333333333,NA,5768.125,NA,NA,2186.75,NA,20673,NA,1918.5,55.5,NA,NA,NA,NA,NA,NA,NA,NA,9332,NA,455.25,NA,NA,650,NA,NA,NA,24.2,NA,NA,NA,NA,23432.1,NA,NA,NA,NA,NA,250.666666666667,3804,214932,NA,NA,NA,NA,4541.63636363636,NA,NA,NA,13078.25,NA,NA,1991.25,NA,1425.66666666667,NA,3.5,15.25,NA,NA,5
"SAMASTIPUR",15,8.2,10.9,15.2,42.7,176.6,315.1,289.1,244.4,64.4,6.9,3.8,1192.3,23.2,68.8,1025.2,75.1,NA,NA,NA,NA,NA,2016.18181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1637.66666666667,NA,NA,119.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.5,NA,NA,9.55555555555556,NA,NA,4,NA,NA,NA,238.1,NA,416.909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6666666666667,NA,NA,NA,NA,NA,95.3333333333333,NA,NA,NA,NA,38.3333333333333,NA,NA,NA,NA,NA,NA,583.7,NA,NA,NA,NA,337.181818181818,NA,14289.75,14389.5714285714,25006.3636363636,6370,NA,NA,NA,NA,1522.6,773.363636363636,NA,NA,79.4,11842,10980.5714285714,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,699.7,NA,NA,1524.1,NA,NA,NA,NA,NA,NA,NA,NA,588.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.1,NA,NA,NA,NA,NA,NA,NA,NA,2767,11577,NA,12341.5555555556,NA,NA,NA,NA,NA,NA,155.666666666667,NA,NA,1015,NA,NA,6174.45454545455,NA,NA,NA,NA,34721.4444444444,21973.6666666667,NA,4242.54545454545,NA,49849.125,NA,NA,65.5,NA,NA,6,28,NA,466,525,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2749.7,NA,109.125,38.3333333333333,NA,NA,NA,170,112,638.888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6978.66666666667,NA,NA,NA,NA,NA,NA,1611.4,NA,NA,NA,1178,NA,NA,NA,NA,NA,NA,NA,53416.3636363636,NA,NA,NA
"SAMBALPUR",12.1,19.9,20.1,15.6,32.4,226.6,418.3,464.6,251.6,58.2,9,5.1,1533.5,32,68.1,1361.1,72.3,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692.5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5016.33333333333,NA,NA,543.4,NA,NA,NA,NA,NA,NA,325.2,NA,308,NA,NA,30.75,110.714285714286,NA,75.5,NA,7.16666666666667,NA,NA,2114.85714285714,NA,NA,NA,1498.66666666667,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5,97.2857142857143,NA,3.33333333333333,NA,6.5,NA,NA,NA,1636.66666666667,NA,195.833333333333,789.714285714286,NA,320.666666666667,NA,93.1666666666667,NA,NA,50,144,NA,NA,NA,NA,NA,NA,NA,NA,1088.16666666667,NA,NA,937.4,NA,NA,NA,NA,NA,NA,NA,NA,430,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355.285714285714,317.666666666667,NA,NA,NA,NA,6.8,24.1428571428571,NA,NA,NA,4.66666666666667,NA,1022.28571428571,NA,1224.33333333333,NA,NA,44232.1666666667,147720,NA,16464.6666666667,NA,85701.1666666667,NA,NA,200,NA,NA,NA,48,8,3166.42857142857,NA,63.8333333333333,NA,2380.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.875,43.2,20,143.4,NA,NA,NA,NA,NA,1741.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,NA,NA,547.5,868.142857142857,NA,1,NA,337.5,NA,NA,NA,305.375,327.6,NA,NA
"SANGLI",1.7,0.8,4.3,22.6,54,119,150.6,107.2,131.3,108.3,25.2,5.6,730.6,2.5,80.9,508.1,139.1,NA,NA,NA,NA,NA,9962.08333333333,NA,NA,NA,NA,60922.25,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310.81818181818,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26924.9166666667,NA,5465,NA,28515.0833333333,NA,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88630.9090909091,142953.272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11465.8181818182,7539.90909090909,1118.66666666667,NA,NA,2606,NA,NA,NA,NA,NA,5490.5,NA,NA,NA,NA,NA,NA,481.818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,380,NA,200,NA,NA,NA,NA,NA,NA,28200,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.75,NA,NA,NA,NA,NA,467.083333333333,NA,NA,NA,NA,NA,16665.5833333333,NA,NA,NA,NA,NA,NA,4793.41666666667,NA,NA,NA,NA,NA,317,150,NA,NA,NA,300,450,NA,NA,NA,52817.7272727273,82600,NA,NA,57925,NA,NA,38230.875,NA,2628,5238.25,144.555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,6584.66666666667,NA,NA,NA,NA,NA,NA,NA,25391.5,NA,NA,NA
"SANGRUR",18.3,19.3,15.9,10.4,18.7,44.8,160.5,145.8,85.7,20.4,4.7,12.9,557.4,37.6,45,436.8,38,NA,NA,NA,NA,NA,1461.53846153846,NA,NA,NA,NA,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4615.38461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19538.4615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.545454545455,NA,NA,NA,420,NA,NA,NA,NA,NA,233.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1333.33333333333,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,2491.66666666667,NA,NA,6000,NA,166.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,NA,NA,NA,NA,NA,331153.846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361076.923076923,NA,NA,NA
"SARAN",16.3,9.4,8.5,9.3,35.6,133.2,334.1,291.8,214.4,59.2,6.5,5.5,1123.8,25.7,53.4,973.5,71.2,NA,NA,NA,NA,NA,1726.45454545455,NA,NA,NA,NA,30.0909090909091,NA,NA,NA,NA,NA,NA,NA,57.2222222222222,NA,NA,334.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,NA,417.363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.8,NA,NA,NA,NA,17.1666666666667,NA,NA,NA,NA,NA,NA,222.2,NA,NA,NA,NA,68.1818181818182,NA,16922.5,18050.7142857143,5209,5888.90909090909,NA,NA,NA,NA,533.7,43.2,NA,NA,20,3617.5,3357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.7,NA,NA,688.2,NA,NA,NA,NA,NA,NA,NA,NA,179.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,NA,NA,NA,NA,NA,NA,NA,NA,862,5231,NA,5542,NA,NA,NA,NA,NA,NA,592.7,NA,NA,618,NA,NA,2929.09090909091,NA,NA,NA,NA,22751.6666666667,13899.3333333333,NA,1970.81818181818,NA,73592.75,NA,NA,2.5,NA,NA,15,13.6666666666667,NA,4.33333333333333,4,NA,NA,NA,944.111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,NA,5,11,NA,NA,NA,NA,17,77.4444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.3,NA,NA,NA,NA,NA,NA,NA,91408.0909090909,NA,NA,NA
"SATARA",0.7,0.7,3.1,14,36.4,150.7,254.4,175.2,143.5,95.6,29.9,8.3,912.5,1.4,53.5,723.8,133.8,NA,NA,NA,NA,NA,5046,NA,NA,NA,NA,63986.75,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2875.63636363636,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23150.1666666667,NA,347,NA,51075.25,NA,3236.55555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53391.1818181818,124406.818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.125,NA,NA,7753.90909090909,4465.36363636364,584.666666666667,NA,NA,8959,NA,NA,NA,NA,NA,4772.33333333333,NA,NA,NA,NA,NA,NA,1736.36363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,2350,NA,NA,1033.33333333333,NA,2300,400,NA,NA,NA,NA,NA,30166.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7998.08333333333,NA,NA,NA,NA,NA,350.166666666667,NA,NA,NA,NA,NA,42199.6666666667,NA,NA,NA,NA,NA,NA,2892.91666666667,NA,NA,NA,NA,NA,241.833333333333,91,NA,NA,NA,1450,1620,NA,NA,NA,21252,26400,NA,NA,54275,NA,NA,32988.5,NA,1384.5,775.416666666667,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3385,NA,NA,NA,NA,NA,NA,NA,NA,NA,4354.25,NA,NA,NA,NA,NA,NA,NA,34344.4166666667,NA,NA,NA
"SATNA",23.1,15.7,9.5,3.8,4.6,120.7,305.7,333,193.8,32.1,8.6,5.5,1056.1,38.8,17.9,953.2,46.2,NA,NA,NA,NA,NA,13309.2222222222,NA,NA,NA,NA,62.7777777777778,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6993.22222222222,NA,NA,NA,256,NA,NA,NA,NA,NA,369.5,26.5,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,135,11.5,NA,NA,NA,NA,NA,NA,NA,NA,383.25,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.6,NA,NA,156.166666666667,NA,NA,NA,NA,NA,NA,99.625,NA,90222.5555555556,NA,NA,NA,22.8888888888889,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3864.55555555556,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6893.22222222222,NA,NA,880.222222222222,NA,NA,NA,NA,1185.5,NA,31055.3333333333,NA,NA,NA,2836,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1776.22222222222,NA,2,30287.2,NA,NA,NA,NA,4,NA,NA,178.5,16467.6,NA,NA,NA,NA,NA,NA,466,26.5,NA,NA,NA,NA,NA,1489.66666666667,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,1699.125,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,2225.77777777778,NA,NA,NA,NA,NA,100627,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,66.2,NA,2303.57142857143,NA,NA,3163,NA,5904.83333333333,NA,2818,NA,NA,24946,NA,NA,NA,NA,NA,NA,116.111111111111,NA,NA,NA,NA,NA,NA,NA,NA,19.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.75,1257.5,NA,NA,NA,NA,NA,23,NA,NA,NA,15967.2,1,NA,NA,NA,NA,NA,NA,156479.555555556,NA,NA,NA
