"DISTRICT","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANNUAL","JAN.FEB","MAM","JJAS","OND","Apple_Whole year","Arcanut (Processed)_Whole year","Arecanut_Kharif","Arecanut_Rabi","Arecanut_Whole year","Arhar_Kharif","Arhar_Rabi","Arhar_Whole year","Ash Gourd_Whole year","Atcanut (Raw)_Whole year","Bajra_Kharif","Bajra_Rabi","Bajra_Summer","Bajra_Whole year","Banana_Autumn","Banana_Kharif","Banana_Rabi","Banana_Summer","Banana_Whole year","Banana_Winter","Barley_Kharif","Barley_Rabi","Beans & Mutter(Vegetable)_Whole year","Beet Root_Whole year","Ber_Whole year","Bhindi_Whole year","Bitter Gourd_Whole year","Black pepper_Kharif","Black pepper_Rabi","Black pepper_Whole year","Bottle Gourd_Whole year","Brinjal_Whole year","Cabbage_Whole year","Cardamom_Kharif","Cardamom_Whole year","Carrot_Whole year","Cashewnut_Kharif","Cashewnut_Whole year","Cashewnut Processed_Whole year","Cashewnut Raw_Whole year","Castor seed_Kharif","Castor seed_Rabi","Castor seed_Whole year","Cauliflower_Whole year","Citrus Fruit_Whole year","Coconut ('000 Nuts)_Kharif","Coconut ('000 Nuts)_Rabi","Coconut ('000 Nuts)_Whole year","Coffee_Whole year","Cond-spcs other_Kharif","Cond-spcs other_Rabi","Coriander_Kharif","Coriander_Rabi","Coriander_Whole year","Cotton(lint)_Autumn","Cotton(lint)_Kharif","Cotton(lint)_Rabi","Cotton(lint)_Whole year","Cotton(lint)_Winter","Cucumber_Whole year","Drum Stick_Whole year","Dry chillies_Autumn","Dry chillies_Kharif","Dry chillies_Rabi","Dry chillies_Summer","Dry chillies_Whole year","Dry chillies_Winter","Dry ginger_Autumn","Dry ginger_Kharif","Dry ginger_Rabi","Dry ginger_Summer","Dry ginger_Whole year","Dry ginger_Winter","Garlic_Kharif","Garlic_Rabi","Garlic_Whole year","Gram_Kharif","Gram_Rabi","Gram_Whole year","Grapes_Whole year","Groundnut_Autumn","Groundnut_Kharif","Groundnut_Rabi","Groundnut_Summer","Groundnut_Whole year","Groundnut_Winter","Guar seed_Kharif","Guar seed_Whole year","Horse-gram_Kharif","Horse-gram_Rabi","Horse-gram_Summer","Horse-gram_Whole year","Horse-gram_Winter","Jack Fruit_Whole year","Jowar_Kharif","Jowar_Rabi","Jowar_Summer","Jowar_Whole year","Jute_Autumn","Jute_Kharif","Jute_Rabi","Jute_Summer","Jute & mesta_Kharif","Jute & mesta_Whole year","Kapas_Kharif","Khesari_Kharif","Khesari_Rabi","Korra_Kharif","Korra_Rabi","Lab-Lab_Whole year","Linseed_Kharif","Linseed_Rabi","Litchi_Whole year","Maize_Autumn","Maize_Kharif","Maize_Rabi","Maize_Summer","Maize_Whole year","Maize_Winter","Mango_Whole year","Masoor_Kharif","Masoor_Rabi","Mesta_Kharif","Mesta_Whole year","Moong_Autumn","Moong_Kharif","Moong_Rabi","Moong_Summer","Moong_Whole year","Moong_Winter","Moth_Kharif","Moth_Whole year","Niger seed_Kharif","Niger seed_Rabi","Niger seed_Whole year","Niger seed_Winter","Oilseeds total_Kharif","Oilseeds total_Whole year","Onion_Autumn","Onion_Kharif","Onion_Rabi","Onion_Summer","Onion_Whole year","Onion_Winter","Orange_Whole year","Other  Rabi pulses_Rabi","Other  Rabi pulses_Whole year","Other Cereals & Millets_Kharif","Other Cereals & Millets_Rabi","Other Cereals & Millets_Whole year","Other Citrus Fruit_Whole year","Other Dry Fruit_Whole year","other fibres_Whole year","Other Fresh Fruits_Whole year","Other Kharif pulses_Kharif","Other Kharif pulses_Rabi","other misc. pulses_Kharif","other misc. pulses_Rabi","other oilseeds_Kharif","other oilseeds_Rabi","other oilseeds_Whole year","Other Vegetables_Whole year","Papaya_Whole year","Peach_Whole year","Pear_Whole year","Peas  (vegetable)_Whole year","Peas & beans (Pulses)_Autumn","Peas & beans (Pulses)_Kharif","Peas & beans (Pulses)_Rabi","Peas & beans (Pulses)_Summer","Peas & beans (Pulses)_Whole year","Peas & beans (Pulses)_Winter","Pineapple_Whole year","Plums_Whole year","Pome Fruit_Whole year","Pome Granet_Whole year","Potato_Autumn","Potato_Kharif","Potato_Rabi","Potato_Summer","Potato_Whole year","Potato_Winter","Pulses total_Kharif","Pulses total_Rabi","Pulses total_Whole year","Pump Kin_Whole year","Ragi_Autumn","Ragi_Kharif","Ragi_Rabi","Ragi_Summer","Ragi_Whole year","Ragi_Winter","Rapeseed &Mustard_Kharif","Rapeseed &Mustard_Rabi","Rapeseed &Mustard_Whole year","Rapeseed &Mustard_Winter","Redish_Whole year","Ribed Guard_Whole year","Rice_Autumn","Rice_Kharif","Rice_Rabi","Rice_Summer","Rice_Whole year","Rice_Winter","Rubber_Whole year","Safflower_Kharif","Safflower_Rabi","Samai_Kharif","Samai_Rabi","Sannhamp_Kharif","Sannhamp_Whole year","Sesamum_Autumn","Sesamum_Kharif","Sesamum_Rabi","Sesamum_Summer","Sesamum_Whole year","Sesamum_Winter","Small millets_Kharif","Small millets_Rabi","Small millets_Whole year","Snak Guard_Whole year","Soyabean_Autumn","Soyabean_Kharif","Soyabean_Rabi","Soyabean_Winter","Sugarcane_Autumn","Sugarcane_Kharif","Sugarcane_Rabi","Sugarcane_Summer","Sugarcane_Whole year","Sugarcane_Winter","Sunflower_Kharif","Sunflower_Rabi","Sunflower_Summer","Sunflower_Whole year","Sweet potato_Autumn","Sweet potato_Kharif","Sweet potato_Rabi","Sweet potato_Whole year","Sweet potato_Winter","Tapioca_Autumn","Tapioca_Kharif","Tapioca_Rabi","Tapioca_Whole year","Tea_Kharif","Tea_Whole year","Tobacco_Kharif","Tobacco_Rabi","Tobacco_Summer","Tobacco_Whole year","Tomato_Whole year","Total foodgrain_Kharif","Turmeric_Autumn","Turmeric_Kharif","Turmeric_Rabi","Turmeric_Summer","Turmeric_Whole year","Turmeric_Winter","Turnip_Whole year","Urad_Autumn","Urad_Kharif","Urad_Rabi","Urad_Summer","Urad_Whole year","Urad_Winter","Varagu_Kharif","Varagu_Rabi","Water Melon_Whole year","Wheat_Rabi","Wheat_Summer","Wheat_Winter","Yam_Whole year"
"RATLAM",4.7,1.9,2.1,2,5.1,103.9,295.4,299.2,172.8,41.1,12.7,6.9,947.8,6.6,9.2,871.3,60.7,NA,NA,NA,NA,NA,905.555555555556,NA,NA,NA,NA,183.666666666667,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,36.4444444444444,128.5,NA,NA,216,NA,NA,NA,NA,NA,327.5,136.5,NA,NA,NA,NA,NA,NA,NA,10.625,NA,NA,162,45,NA,NA,NA,NA,NA,NA,NA,NA,558.875,NA,26139.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,873.2,NA,NA,37,NA,NA,NA,NA,NA,NA,6303.375,NA,43624.6666666667,NA,83.5,NA,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813.11111111111,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134.22222222222,NA,NA,60710.4444444444,NA,NA,NA,NA,7,NA,976.666666666667,NA,NA,NA,262,NA,NA,NA,NA,NA,NA,3.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,823.888888888889,NA,92,560.2,NA,NA,NA,NA,2,NA,NA,35,11425.8,NA,118,NA,NA,NA,NA,531.5,18,NA,NA,NA,NA,NA,1091,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,282.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5072.33333333333,NA,NA,NA,NA,NA,2516.66666666667,NA,NA,NA,NA,NA,NA,33.4285714285714,NA,NA,8.5,11.4,NA,220.714285714286,NA,NA,200.5,NA,640.166666666667,NA,383,NA,NA,181142,NA,NA,NA,NA,NA,NA,95.7777777777778,NA,4,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,NA,NA,NA,NA,NA,3456.57142857143,NA,NA,NA,7867.2,1,NA,NA,NA,NA,NA,7,50941.7777777778,NA,NA,NA
"RATNAGIRI",0.1,0,0.1,3.5,31.7,829.9,1212.7,859.2,359.7,143.1,24.9,5.7,3470.6,0.1,35.3,3261.5,173.7,NA,NA,NA,NA,NA,533.833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.833333333333,NA,300.222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.25,NA,NA,NA,40038,NA,NA,NA,NA,NA,150.166666666667,NA,NA,NA,NA,NA,NA,1972.72727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5516.66666666667,NA,7500,100,NA,NA,NA,NA,NA,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16580.9166666667,NA,NA,NA,NA,NA,90.1,NA,NA,NA,NA,NA,71780.5833333333,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,7720,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAYAGADA",12.4,23.1,38.5,56,94,173.2,314.6,266.5,206.2,109.4,29,4,1326.9,35.5,188.5,960.5,142.4,NA,NA,NA,NA,NA,18487.5,NA,NA,NA,NA,609.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587,376.166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.4,NA,8793.83333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,2722.66666666667,NA,NA,352.8,NA,NA,NA,NA,NA,NA,63.6,NA,140.666666666667,NA,NA,240.5,449.285714285714,NA,61.5,NA,106.666666666667,NA,NA,1829.57142857143,NA,NA,NA,2297.83333333333,NA,1655.2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3307.16666666667,3556.14285714286,NA,87.6666666666667,NA,70.8333333333333,NA,NA,NA,131.666666666667,NA,23,382.857142857143,NA,23.3333333333333,NA,198.166666666667,NA,NA,15110,7059.8,NA,NA,NA,NA,NA,NA,NA,NA,438.833333333333,NA,NA,871.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5714285714286,60.5,NA,NA,NA,NA,3815.66666666667,11765.1428571429,NA,111,NA,8554.83333333333,NA,1274,NA,1123.33333333333,NA,NA,8140.66666666667,62491.4285714286,NA,3439.33333333333,NA,52656.8333333333,NA,NA,NA,NA,NA,NA,277.6,2,3874.85714285714,NA,281.333333333333,NA,3883,3154.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.875,62.2,NA,196.2,NA,NA,NA,NA,NA,1663.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.666666666667,NA,NA,NA,NA,NA,NA,247.833333333333,NA,NA,57,2720.28571428571,NA,15.5,NA,3115.5,NA,NA,NA,15,16.4,NA,NA
"REWA",18,13.9,10.4,3,4.7,121.4,307,326.7,216.6,31.4,8.8,6.6,1068.5,31.9,18.1,971.7,46.8,NA,NA,NA,NA,NA,12474.3333333333,NA,NA,NA,NA,768.333333333333,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,NA,NA,5295.11111111111,7.5,NA,NA,183,NA,NA,NA,NA,NA,161.5,14,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,78.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.8,NA,NA,26.5,NA,NA,NA,NA,NA,NA,53.125,NA,62649.3333333333,NA,NA,NA,11.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16055.1111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1789.5,NA,NA,NA,NA,16037.7777777778,NA,NA,1117.44444444444,NA,NA,NA,NA,1626,NA,24902.3333333333,NA,NA,NA,3036,NA,NA,NA,NA,NA,NA,6.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,862.777777777778,NA,NA,22217.6,NA,NA,NA,NA,NA,NA,NA,68.5,10768.4,NA,NA,NA,NA,NA,NA,173,18.5,NA,NA,NA,NA,NA,711,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1323.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2629.55555555556,NA,NA,NA,NA,NA,139606.888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,122.4,NA,2039.42857142857,NA,NA,2607,NA,8501,NA,3257,NA,NA,19187.2222222222,NA,NA,NA,NA,NA,NA,43,NA,4.33333333333333,NA,NA,NA,NA,NA,NA,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,224.5,NA,NA,NA,NA,NA,25.5714285714286,NA,NA,NA,9626.4,NA,NA,NA,NA,NA,NA,NA,164585.888888889,NA,NA,NA
"REWARI",9.1,8.7,5.2,3,9.9,33.1,150.1,183.5,69.1,13.2,3.5,3.8,492.2,17.8,18.1,435.8,20.5,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,55794.9166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1826.72727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2853.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937.083333333333,NA,NA,NA,99.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1387.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.75,NA,NA,NA,NA,1.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,686.5,NA,NA,NA,NA,NA,NA,111.142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65321.2,NA,NA,NA,NA,NA,921.583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,270.083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,17.1818181818182,NA,NA,14,NA,NA,NA,NA,NA,2.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,49171,NA,NA,NA
"ROHTAK",19.3,16.8,17.7,9.3,19.8,49.5,194.1,195.8,68.6,13.4,5.8,7.9,618,36.1,46.8,508,27.1,NA,NA,NA,NA,NA,7388.25,NA,NA,NA,NA,17292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1406.91666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,11106,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1957.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,24246.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.5,NA,NA,NA,NA,NA,NA,235.833333333333,NA,NA,NA,52.8181818181818,NA,NA,NA,NA,2907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.5,NA,NA,NA,NA,NA,NA,NA,831,NA,NA,NA,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502.7,NA,NA,NA,NA,NA,22589.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,98.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4291,NA,NA,13734.0909090909,NA,NA,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,92885.0833333333,NA,NA,NA
"ROHTAS",13,12.8,9.1,5.9,13.9,90,275.2,278.4,190.9,43,12.1,4.8,949.1,25.8,28.9,834.5,59.9,NA,NA,NA,NA,NA,1229.54545454545,NA,NA,NA,NA,28.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.375,NA,5186.45454545455,NA,NA,NA,43.8888888888889,NA,NA,NA,NA,NA,NA,171.714285714286,NA,NA,NA,NA,NA,447.833333333333,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,8767.9,NA,NA,NA,NA,2084,NA,342.25,532.857142857143,4.66666666666667,46.4,NA,NA,NA,NA,5623.4,7,NA,NA,107.4,194,173.285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.4,NA,NA,3653.8,NA,NA,NA,NA,NA,NA,NA,NA,82.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945,NA,NA,NA,NA,NA,NA,NA,NA,1180,1634,NA,2850.22222222222,NA,NA,NA,NA,NA,NA,58.5,NA,NA,61,NA,NA,2671.27272727273,NA,NA,NA,NA,45637,540,NA,239.222222222222,NA,183746.375,NA,NA,20,NA,NA,7,6,NA,263.6,271,NA,NA,NA,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.75,NA,14,1,NA,NA,NA,13,NA,10.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,56.9,NA,NA,NA,NA,NA,NA,NA,128986.818181818,NA,NA,NA
"RUDRAPRAYAG",75.6,73.3,85.4,54.7,94.1,217.7,578,639.4,236,52.6,13.7,30.4,2150.9,148.9,234.2,1671.1,96.7,NA,NA,NA,NA,NA,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1211.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,3.57142857142857,NA,NA,NA,17.375,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.1,NA,NA,NA,NA,NA,NA,39.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,NA,NA,8,NA,2048,14.6,NA,NA,NA,NA,NA,111.4,NA,NA,NA,14,6.6,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,194.142857142857,42.5714285714286,NA,181.333333333333,NA,NA,NA,NA,NA,NA,6526.8,NA,NA,NA,NA,NA,214.3,NA,NA,NA,NA,NA,9027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA,NA,NA,2853.6,NA,NA,NA,NA,65.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.1,NA,NA,NA,NA,NA,NA,NA,10182,NA,NA,NA
"SABARKANTHA",1.1,0.6,2.3,1.4,4.5,89.1,289,260.8,139.8,18.5,7.3,1.9,816.3,1.7,8.2,778.7,27.7,NA,NA,NA,NA,NA,32900,NA,NA,NA,NA,9169.23076923077,NA,9384.61538461538,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44600,NA,49700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68492.3076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,3007.69230769231,NA,NA,NA,45015.3846153846,NA,6261.53846153846,NA,NA,7650,8411.11111111111,NA,NA,NA,NA,NA,NA,911.111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115325,NA,7300,122100,NA,NA,NA,NA,NA,NA,NA,7569.23076923077,NA,12000,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,144.444444444444,NA,NA,NA,NA,100,500,NA,NA,NA,NA,NA,2233.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8930.76923076923,NA,NA,NA,NA,NA,13176.9230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5883.33333333333,NA,200,NA,NA,100,NA,NA,NA,NA,5500,NA,NA,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15123.0769230769,NA,NA,NA,NA,NA,NA,NA,73600,NA,NA,NA
"SAGAR",17.8,12.2,10,2.3,6.9,127.7,352.6,410,197.8,33.3,11.5,10.1,1192.2,30,19.2,1088.1,54.9,NA,NA,NA,NA,NA,3018.66666666667,NA,NA,NA,NA,19.6666666666667,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,810,9,NA,NA,241,NA,NA,NA,NA,NA,909.5,32.5,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,133.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,487.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.4,NA,NA,300.166666666667,NA,NA,NA,NA,NA,NA,201.375,NA,183893.111111111,NA,NA,NA,1617.77777777778,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4332,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2391,NA,NA,NA,NA,7648.33333333333,NA,NA,3749.44444444444,NA,NA,NA,NA,34,NA,66465,NA,NA,NA,1868,NA,NA,NA,NA,NA,NA,460.111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009.55555555556,NA,NA,71940.4,NA,NA,NA,NA,NA,NA,NA,15,18134,NA,9,NA,NA,NA,NA,1152.5,13.5,NA,NA,NA,NA,NA,9174.66666666667,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,1782.375,NA,NA,NA,NA,NA,NA,28.3333333333333,NA,NA,11,NA,NA,761.666666666667,NA,NA,NA,NA,NA,8701.77777777778,NA,NA,NA,NA,NA,NA,21.5,NA,NA,38,113.2,NA,1637.57142857143,NA,NA,1245,NA,1581.83333333333,NA,566,NA,NA,196786.888888889,NA,NA,NA,NA,NA,NA,275.555555555556,NA,14.8571428571429,NA,NA,NA,NA,NA,NA,141.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1237,NA,NA,NA,NA,NA,22.7142857142857,NA,NA,NA,20844.4,33.5,NA,NA,NA,NA,NA,NA,170982.555555556,NA,NA,NA
"SAHARANPUR",26.9,26.5,21.3,5.7,21.2,94.6,277,301.6,131.4,34.5,8.3,14.9,963.9,53.4,48.2,804.6,57.7,NA,NA,NA,NA,NA,8.125,NA,NA,NA,NA,37.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,127.5,NA,NA,NA,NA,NA,NA,27.75,NA,NA,62.6666666666667,NA,NA,5.5,NA,NA,NA,NA,NA,8.33333333333333,5.5,NA,49.6666666666667,NA,NA,NA,3637.63636363636,NA,NA,NA,NA,195.25,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7898.41666666667,92.5,47.8333333333333,NA,NA,NA,NA,3018.88888888889,NA,NA,NA,2,46.5,50.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6666666666667,70.8,97.75,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,3177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.142857142857,NA,302,NA,NA,NA,NA,NA,NA,NA,650.285714285714,NA,786.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145.08333333333,NA,NA,NA,NA,NA,58029.4166666667,NA,699.5,NA,NA,NA,NA,NA,NA,NA,7,6,NA,153.454545454545,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,133452.857142857,NA,NA,128358.6,NA,20,NA,5,NA,NA,23,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,NA,NA,NA,5.33333333333333,NA,6.2,NA,NA,NA,574.111111111111,3941,2981.28571428571,NA,NA,NA,NA,NA,118682.333333333,NA,NA,NA
